size,time,label,result
701,4354,10,TRUE
801,4870,10,TRUE
901,5309,10,TRUE
1001,5776,10,TRUE
1101,6350,10,TRUE
1201,6738,10,TRUE
1301,7215,10,TRUE
1401,7777,10,TRUE
1501,8194,10,TRUE
1601,8753,10,TRUE
1701,9279,10,TRUE
1801,9799,10,TRUE
1901,10332,10,TRUE
2001,10804,10,TRUE
2101,11270,10,TRUE
2201,11805,10,TRUE
2301,12432,10,TRUE
2401,12865,10,TRUE
2501,13478,10,TRUE
2601,13877,10,TRUE
2701,14408,10,TRUE
2801,14953,10,TRUE
2901,15468,10,TRUE
3001,15982,10,TRUE
3101,16524,10,TRUE
3201,17036,10,TRUE
